"Age","Education","Marital_Status","Occupation","Sex","Hours_PW","Nationality","Income"
55,"Some-college","Married-civ-spouse","Farming-fishing","Male",99,"United-States",">50K"
22,"HS-grad","Never-married","Other-service","Male",40,"Greece","<=50K"
25,"Some-college","Married-civ-spouse","Exec-managerial","Female",15,"United-States","<=50K"
68,"HS-grad","Married-civ-spouse","Farming-fishing","Male",45,"United-States","<=50K"
62,"Some-college","Widowed","Exec-managerial","Female",16,"United-States","<=50K"
26,"HS-grad","Divorced","Other-service","Male",40,"United-States","<=50K"
34,"Masters","Married-civ-spouse","Prof-specialty","Male",55,"United-States",">50K"
68,"Some-college","Widowed","Sales","Male",40,"United-States","<=50K"
42,"Bachelors","Separated","Exec-managerial","Male",45,"United-States",">50K"
45,"Bachelors","Married-civ-spouse","Sales","Male",55,"United-States","<=50K"
26,"11th","Never-married","Transport-moving","Male",40,"United-States","<=50K"
25,"HS-grad","Married-civ-spouse","Machine-op-inspct","Male",45,"United-States","<=50K"
23,"Bachelors","Never-married","Prof-specialty","Male",50,"United-States","<=50K"
65,"7th-8th","Widowed","Farming-fishing","Female",50,"United-States","<=50K"
31,"HS-grad","Never-married","Transport-moving","Male",50,"United-States","<=50K"
26,"HS-grad","Never-married","Adm-clerical","Female",40,"United-States","<=50K"
39,"Some-college","Married-civ-spouse","Craft-repair","Male",50,"United-States",">50K"
44,"HS-grad","Married-civ-spouse","Machine-op-inspct","Male",40,"United-States",">50K"
45,"Masters","Divorced","Prof-specialty","Female",45,"United-States","<=50K"
26,"Masters","Never-married","Prof-specialty","Female",50,"United-States","<=50K"
26,"10th","Married-civ-spouse","Transport-moving","Male",35,"United-States","<=50K"
36,"9th","Married-civ-spouse","Transport-moving","Male",50,"United-States","<=50K"
38,"11th","Married-civ-spouse","Craft-repair","Male",45,"United-States","<=50K"
39,"HS-grad","Never-married","Machine-op-inspct","Male",48,"United-States","<=50K"
52,"Prof-school","Married-civ-spouse","Exec-managerial","Male",40,"United-States","<=50K"
39,"1st-4th","Married-civ-spouse","Craft-repair","Male",45,"Mexico","<=50K"
41,"Some-college","Divorced","Craft-repair","Male",40,"United-States","<=50K"
42,"Masters","Married-civ-spouse","Exec-managerial","Male",60,"United-States",">50K"
47,"Bachelors","Married-civ-spouse","Sales","Male",70,"United-States","<=50K"
28,"Assoc-voc","Married-civ-spouse","Protective-serv","Male",46,"United-States","<=50K"
25,"Bachelors","Never-married","Prof-specialty","Male",35,"United-States","<=50K"
35,"Bachelors","Never-married","Adm-clerical","Female",40,"United-States","<=50K"
32,"HS-grad","Separated","Adm-clerical","Female",40,"United-States","<=50K"
38,"Masters","Married-civ-spouse","Craft-repair","Male",40,"United-States",">50K"
44,"Some-college","Married-civ-spouse","Tech-support","Male",18,"United-States",">50K"
27,"Bachelors","Never-married","Sales","Female",40,"United-States","<=50K"
30,"Bachelors","Never-married","Exec-managerial","Male",55,"United-States",">50K"
30,"Bachelors","Never-married","Sales","Male",48,"United-States","<=50K"
45,"HS-grad","Married-civ-spouse","Handlers-cleaners","Male",45,"United-States","<=50K"
20,"HS-grad","Never-married","Craft-repair","Male",40,"United-States","<=50K"
57,"Masters","Never-married","Prof-specialty","Male",80,"United-States","<=50K"
43,"Some-college","Divorced","Adm-clerical","Male",48,"United-States","<=50K"
28,"7th-8th","Married-civ-spouse","Machine-op-inspct","Female",48,"China","<=50K"
25,"HS-grad","Married-civ-spouse","Tech-support","Female",48,"United-States",">50K"
25,"HS-grad","Married-civ-spouse","Sales","Male",40,"United-States","<=50K"
90,"Bachelors","Married-civ-spouse","Exec-managerial","Male",45,"United-States","<=50K"
38,"Bachelors","Separated","Prof-specialty","Male",40,"United-States","<=50K"
35,"Bachelors","Married-spouse-absent","Exec-managerial","Female",40,"United-States","<=50K"
50,"Bachelors","Married-civ-spouse","Exec-managerial","Male",40,"Canada",">50K"
26,"HS-grad","Never-married","Adm-clerical","Female",40,"United-States","<=50K"
39,"Some-college","Married-civ-spouse","Farming-fishing","Male",45,"United-States","<=50K"
56,"10th","Married-civ-spouse","Sales","Male",40,"United-States","<=50K"
24,"HS-grad","Divorced","Protective-serv","Female",40,"United-States","<=50K"
46,"HS-grad","Married-civ-spouse","Adm-clerical","Female",40,"United-States",">50K"
18,"11th","Never-married","Adm-clerical","Female",25,"United-States","<=50K"
37,"Masters","Married-civ-spouse","Exec-managerial","Male",60,"United-States",">50K"
57,"Masters","Divorced","Prof-specialty","Female",40,"United-States","<=50K"
43,"HS-grad","Never-married","Adm-clerical","Female",40,"United-States","<=50K"
29,"Bachelors","Married-civ-spouse","Prof-specialty","Male",25,"Nicaragua","<=50K"
40,"Masters","Married-civ-spouse","Exec-managerial","Male",40,"United-States",">50K"
44,"Bachelors","Married-civ-spouse","Exec-managerial","Male",40,"United-States","<=50K"
77,"HS-grad","Married-civ-spouse","Exec-managerial","Male",6,"United-States","<=50K"
30,"Bachelors","Never-married","Prof-specialty","Male",40,"United-States","<=50K"
21,"HS-grad","Married-civ-spouse","Machine-op-inspct","Male",40,"United-States","<=50K"
66,"10th","Married-civ-spouse","Protective-serv","Male",40,"United-States","<=50K"
40,"11th","Never-married","Transport-moving","Male",35,"United-States","<=50K"
68,"HS-grad","Married-civ-spouse","Sales","Male",40,"United-States","<=50K"
64,"HS-grad","Widowed","Other-service","Female",38,"United-States","<=50K"
26,"Bachelors","Never-married","Prof-specialty","Female",50,"United-States","<=50K"
32,"Some-college","Married-civ-spouse","Exec-managerial","Male",40,"United-States",">50K"
32,"HS-grad","Never-married","Adm-clerical","Male",38,"United-States","<=50K"
51,"Masters","Married-civ-spouse","Prof-specialty","Male",40,"United-States",">50K"
50,"Masters","Married-civ-spouse","Prof-specialty","Male",45,"United-States",">50K"
49,"Bachelors","Married-civ-spouse","Sales","Male",50,"United-States",">50K"
28,"Bachelors","Never-married","Transport-moving","Male",20,"United-States","<=50K"
29,"HS-grad","Divorced","Other-service","Female",36,"United-States","<=50K"
21,"Some-college","Never-married","Sales","Male",30,"United-States","<=50K"
28,"HS-grad","Never-married","Adm-clerical","Female",40,"United-States","<=50K"
55,"10th","Married-civ-spouse","Craft-repair","Male",40,"United-States","<=50K"
45,"HS-grad","Married-civ-spouse","Sales","Male",50,"South",">50K"
35,"Some-college","Never-married","Sales","Male",40,"United-States","<=50K"
26,"Masters","Never-married","Prof-specialty","Male",40,"United-States",">50K"
30,"HS-grad","Married-civ-spouse","Other-service","Male",55,"Germany","<=50K"
33,"HS-grad","Married-civ-spouse","Sales","Male",20,"United-States","<=50K"
40,"Bachelors","Married-spouse-absent","Prof-specialty","Male",40,"Cambodia",">50K"
23,"Bachelors","Never-married","Exec-managerial","Male",40,"United-States","<=50K"
35,"Some-college","Never-married","Sales","Female",40,"United-States","<=50K"
48,"11th","Married-civ-spouse","Farming-fishing","Male",50,"United-States",">50K"
39,"10th","Divorced","Handlers-cleaners","Male",40,"United-States","<=50K"
53,"Prof-school","Divorced","Prof-specialty","Female",50,"United-States","<=50K"
49,"HS-grad","Married-civ-spouse","Adm-clerical","Male",40,"United-States",">50K"
31,"Bachelors","Never-married","Exec-managerial","Female",40,"United-States","<=50K"
36,"HS-grad","Married-civ-spouse","Craft-repair","Male",40,"United-States",">50K"
60,"Some-college","Married-civ-spouse","Exec-managerial","Male",50,"United-States",">50K"
29,"HS-grad","Never-married","Machine-op-inspct","Male",48,"United-States","<=50K"
54,"Some-college","Married-civ-spouse","Sales","Male",45,"United-States",">50K"
34,"HS-grad","Married-civ-spouse","Craft-repair","Male",50,"United-States","<=50K"
30,"Some-college","Never-married","Sales","Female",35,"United-States","<=50K"
26,"HS-grad","Never-married","Handlers-cleaners","Male",40,"United-States","<=50K"
47,"Some-college","Never-married","Sales","Male",70,"United-States",">50K"
50,"HS-grad","Divorced","Exec-managerial","Male",38,"United-States","<=50K"
30,"Bachelors","Never-married","Exec-managerial","Female",45,"United-States",">50K"
44,"Some-college","Divorced","Machine-op-inspct","Male",50,"United-States","<=50K"
49,"HS-grad","Married-civ-spouse","Sales","Male",60,"United-States",">50K"
75,"Masters","Married-spouse-absent","Prof-specialty","Female",50,"United-States","<=50K"
37,"Bachelors","Married-civ-spouse","Sales","Male",55,"United-States",">50K"
51,"HS-grad","Divorced","Craft-repair","Male",38,"United-States","<=50K"
35,"HS-grad","Never-married","Craft-repair","Male",35,"United-States","<=50K"
28,"Some-college","Never-married","Sales","Female",40,"United-States","<=50K"
66,"HS-grad","Married-civ-spouse","Farming-fishing","Male",40,"United-States","<=50K"
72,"9th","Married-civ-spouse","Exec-managerial","Female",48,"United-States",">50K"
39,"Bachelors","Separated","Sales","Male",50,"United-States","<=50K"
27,"HS-grad","Never-married","Farming-fishing","Male",30,"United-States","<=50K"
57,"Some-college","Never-married","Adm-clerical","Female",40,"Jamaica","<=50K"
24,"7th-8th","Married-civ-spouse","Craft-repair","Male",38,"United-States","<=50K"
28,"HS-grad","Never-married","Craft-repair","Male",70,"United-States","<=50K"
23,"Some-college","Married-spouse-absent","Other-service","Female",50,"United-States","<=50K"
31,"Bachelors","Never-married","Exec-managerial","Female",40,"United-States","<=50K"
23,"Some-college","Never-married","Other-service","Female",20,"United-States","<=50K"
31,"Some-college","Never-married","Other-service","Female",40,"United-States","<=50K"
27,"Bachelors","Never-married","Prof-specialty","Female",40,"United-States","<=50K"
30,"Bachelors","Married-civ-spouse","Prof-specialty","Male",45,"United-States","<=50K"
34,"Masters","Never-married","Prof-specialty","Male",60,"United-States","<=50K"
57,"HS-grad","Never-married","Adm-clerical","Male",40,"United-States","<=50K"
39,"Masters","Married-civ-spouse","Exec-managerial","Male",40,"Cuba",">50K"
23,"11th","Never-married","Craft-repair","Male",40,"United-States","<=50K"
24,"Assoc-acdm","Married-civ-spouse","Other-service","Female",40,"United-States","<=50K"
36,"Doctorate","Never-married","Prof-specialty","Male",40,"England","<=50K"
32,"Some-college","Divorced","Other-service","Male",40,"Nicaragua","<=50K"
35,"Assoc-acdm","Divorced","Other-service","Female",40,"United-States","<=50K"
36,"Bachelors","Married-civ-spouse","Exec-managerial","Male",40,"United-States","<=50K"
47,"Assoc-voc","Married-civ-spouse","Machine-op-inspct","Male",40,"United-States",">50K"
35,"HS-grad","Never-married","Handlers-cleaners","Male",40,"United-States","<=50K"
44,"Some-college","Married-civ-spouse","Tech-support","Male",40,"United-States","<=50K"
32,"Masters","Married-civ-spouse","Prof-specialty","Male",50,"United-States","<=50K"
32,"Assoc-acdm","Married-civ-spouse","Exec-managerial","Female",40,"United-States",">50K"
63,"Some-college","Married-civ-spouse","Prof-specialty","Female",10,"United-States",">50K"
34,"Assoc-voc","Married-civ-spouse","Craft-repair","Male",40,"United-States","<=50K"
47,"HS-grad","Married-civ-spouse","Craft-repair","Male",40,"United-States","<=50K"
27,"11th","Married-civ-spouse","Sales","Male",35,"United-States","<=50K"
23,"HS-grad","Separated","Exec-managerial","Female",42,"United-States","<=50K"
50,"10th","Married-civ-spouse","Craft-repair","Male",38,"United-States","<=50K"
49,"Some-college","Married-civ-spouse","Prof-specialty","Male",40,"United-States","<=50K"
36,"Some-college","Married-civ-spouse","Exec-managerial","Male",40,"United-States",">50K"
23,"Bachelors","Never-married","Exec-managerial","Male",40,"United-States","<=50K"
61,"7th-8th","Widowed","Other-service","Female",38,"United-States","<=50K"
41,"Some-college","Married-civ-spouse","Farming-fishing","Male",16,"United-States","<=50K"
27,"Bachelors","Married-civ-spouse","Exec-managerial","Male",60,"United-States",">50K"
53,"Bachelors","Divorced","Exec-managerial","Male",70,"United-States","<=50K"
17,"10th","Never-married","Adm-clerical","Male",10,"United-States","<=50K"
53,"Some-college","Never-married","Craft-repair","Male",40,"United-States","<=50K"
28,"HS-grad","Married-civ-spouse","Craft-repair","Male",42,"United-States",">50K"
24,"Bachelors","Married-spouse-absent","Prof-specialty","Female",40,"United-States","<=50K"
22,"Some-college","Never-married","Adm-clerical","Female",20,"United-States","<=50K"
53,"Bachelors","Married-civ-spouse","Sales","Male",50,"United-States",">50K"
18,"11th","Never-married","Other-service","Male",20,"United-States","<=50K"
24,"Some-college","Never-married","Sales","Male",50,"Mexico","<=50K"
20,"HS-grad","Never-married","Sales","Female",40,"United-States","<=50K"
30,"7th-8th","Married-civ-spouse","Transport-moving","Male",40,"United-States","<=50K"
37,"Assoc-voc","Never-married","Prof-specialty","Male",40,"United-States",">50K"
34,"HS-grad","Married-civ-spouse","Transport-moving","Male",40,"United-States","<=50K"
19,"HS-grad","Never-married","Handlers-cleaners","Male",30,"United-States","<=50K"
20,"12th","Never-married","Adm-clerical","Female",40,"Mexico","<=50K"
47,"HS-grad","Divorced","Other-service","Female",40,"United-States","<=50K"
22,"Bachelors","Never-married","Prof-specialty","Female",40,"United-States","<=50K"
42,"Masters","Married-civ-spouse","Exec-managerial","Male",40,"United-States",">50K"
60,"Some-college","Divorced","Adm-clerical","Female",40,"United-States","<=50K"
32,"HS-grad","Never-married","Priv-house-serv","Female",40,"Mexico","<=50K"
46,"HS-grad","Married-civ-spouse","Exec-managerial","Male",40,"United-States",">50K"
66,"HS-grad","Widowed","Adm-clerical","Female",40,"United-States","<=50K"
37,"Bachelors","Married-civ-spouse","Other-service","Female",30,"United-States",">50K"
34,"Some-college","Divorced","Exec-managerial","Male",44,"United-States","<=50K"
45,"Bachelors","Never-married","Prof-specialty","Male",46,"United-States","<=50K"
35,"11th","Married-civ-spouse","Farming-fishing","Male",40,"United-States","<=50K"
51,"Some-college","Married-civ-spouse","Exec-managerial","Male",40,"United-States",">50K"
36,"Some-college","Married-civ-spouse","Protective-serv","Male",40,"United-States",">50K"
25,"HS-grad","Never-married","Adm-clerical","Male",40,"United-States","<=50K"
51,"HS-grad","Divorced","Other-service","Female",38,"United-States","<=50K"
25,"Some-college","Never-married","Machine-op-inspct","Male",40,"United-States","<=50K"
19,"HS-grad","Never-married","Farming-fishing","Male",45,"United-States","<=50K"
47,"Some-college","Married-civ-spouse","Exec-managerial","Male",45,"United-States","<=50K"
59,"HS-grad","Separated","Protective-serv","Female",40,"United-States","<=50K"
34,"Bachelors","Married-civ-spouse","Exec-managerial","Male",40,"United-States",">50K"
40,"Some-college","Separated","Exec-managerial","Female",60,"United-States","<=50K"
42,"HS-grad","Divorced","Machine-op-inspct","Male",45,"United-States","<=50K"
37,"Masters","Married-civ-spouse","Exec-managerial","Male",60,"United-States",">50K"
51,"Assoc-acdm","Married-civ-spouse","Sales","Male",38,"United-States",">50K"
25,"HS-grad","Never-married","Adm-clerical","Male",36,"United-States","<=50K"
31,"HS-grad","Married-civ-spouse","Adm-clerical","Female",40,"United-States",">50K"
37,"HS-grad","Married-civ-spouse","Other-service","Male",44,"United-States",">50K"
42,"Assoc-acdm","Married-civ-spouse","Sales","Male",45,"United-States",">50K"
35,"Some-college","Divorced","Sales","Male",50,"United-States","<=50K"
51,"Bachelors","Married-civ-spouse","Sales","Male",47,"United-States",">50K"
49,"Some-college","Married-civ-spouse","Craft-repair","Male",40,"United-States",">50K"
26,"Bachelors","Never-married","Prof-specialty","Male",16,"Japan","<=50K"
56,"HS-grad","Divorced","Adm-clerical","Female",46,"United-States","<=50K"
52,"Some-college","Married-civ-spouse","Prof-specialty","Male",45,"United-States",">50K"
47,"Bachelors","Divorced","Exec-managerial","Female",40,"United-States",">50K"
52,"Assoc-voc","Married-civ-spouse","Craft-repair","Male",40,"United-States","<=50K"
30,"HS-grad","Divorced","Craft-repair","Female",40,"United-States","<=50K"
43,"Some-college","Married-civ-spouse","Sales","Male",55,"United-States",">50K"
42,"HS-grad","Married-civ-spouse","Craft-repair","Male",40,"United-States",">50K"
26,"Some-college","Married-spouse-absent","Craft-repair","Female",35,"Dominican-Republic","<=50K"
58,"HS-grad","Married-civ-spouse","Farming-fishing","Male",40,"United-States","<=50K"
66,"Some-college","Married-civ-spouse","Sales","Male",40,"United-States",">50K"
30,"HS-grad","Married-civ-spouse","Protective-serv","Male",60,"United-States",">50K"
46,"Some-college","Separated","Adm-clerical","Female",40,"United-States","<=50K"
45,"Some-college","Married-civ-spouse","Adm-clerical","Female",35,"United-States",">50K"
57,"HS-grad","Never-married","Sales","Female",40,"United-States","<=50K"
25,"Bachelors","Never-married","Exec-managerial","Male",40,"United-States","<=50K"
21,"Some-college","Never-married","Tech-support","Female",10,"United-States","<=50K"
37,"HS-grad","Divorced","Craft-repair","Male",55,"United-States","<=50K"
45,"Masters","Divorced","Prof-specialty","Female",30,"United-States","<=50K"
39,"HS-grad","Never-married","Craft-repair","Male",40,"United-States","<=50K"
42,"HS-grad","Married-civ-spouse","Adm-clerical","Female",53,"United-States","<=50K"
20,"HS-grad","Never-married","Machine-op-inspct","Female",40,"United-States","<=50K"
23,"HS-grad","Never-married","Protective-serv","Male",16,"United-States","<=50K"
25,"Bachelors","Never-married","Tech-support","Male",40,"United-States","<=50K"
47,"5th-6th","Never-married","Priv-house-serv","Female",40,"El-Salvador","<=50K"
24,"HS-grad","Never-married","Sales","Male",45,"United-States","<=50K"
35,"HS-grad","Never-married","Craft-repair","Male",70,"United-States","<=50K"
44,"HS-grad","Married-civ-spouse","Other-service","Female",38,"Jamaica",">50K"
47,"Some-college","Married-civ-spouse","Prof-specialty","Male",50,"United-States","<=50K"
28,"11th","Separated","Adm-clerical","Female",40,"India","<=50K"
41,"Masters","Divorced","Prof-specialty","Female",60,"United-States","<=50K"
31,"HS-grad","Never-married","Adm-clerical","Female",40,"United-States","<=50K"
27,"Masters","Never-married","Exec-managerial","Female",25,"United-States","<=50K"
47,"Assoc-voc","Married-civ-spouse","Craft-repair","Male",40,"United-States","<=50K"
44,"HS-grad","Never-married","Sales","Female",40,"United-States","<=50K"
61,"Some-college","Never-married","Priv-house-serv","Female",40,"United-States","<=50K"
42,"Some-college","Divorced","Adm-clerical","Female",40,"Puerto-Rico","<=50K"
46,"HS-grad","Never-married","Other-service","Female",28,"United-States","<=50K"
46,"Bachelors","Married-civ-spouse","Exec-managerial","Male",50,"United-States",">50K"
54,"Masters","Widowed","Prof-specialty","Female",38,"United-States","<=50K"
49,"HS-grad","Widowed","Tech-support","Male",40,"United-States","<=50K"
56,"Some-college","Widowed","Adm-clerical","Female",40,"United-States","<=50K"
52,"Masters","Divorced","Prof-specialty","Female",40,"United-States","<=50K"
34,"HS-grad","Married-civ-spouse","Transport-moving","Male",40,"Puerto-Rico","<=50K"
25,"HS-grad","Married-civ-spouse","Craft-repair","Male",40,"United-States","<=50K"
18,"11th","Never-married","Prof-specialty","Female",40,"United-States","<=50K"
58,"HS-grad","Married-civ-spouse","Machine-op-inspct","Male",40,"United-States","<=50K"
31,"Bachelors","Divorced","Prof-specialty","Male",40,"United-States","<=50K"
29,"Some-college","Married-civ-spouse","Craft-repair","Male",55,"United-States","<=50K"
28,"11th","Never-married","Machine-op-inspct","Male",40,"United-States","<=50K"
30,"Some-college","Never-married","Adm-clerical","Male",48,"United-States","<=50K"
44,"Masters","Married-civ-spouse","Prof-specialty","Male",35,"United-States",">50K"
75,"10th","Widowed","Priv-house-serv","Female",70,"United-States","<=50K"
26,"Some-college","Married-civ-spouse","Craft-repair","Male",40,"United-States","<=50K"
33,"Bachelors","Married-civ-spouse","Sales","Male",50,"United-States",">50K"
57,"Masters","Married-civ-spouse","Sales","Male",65,"United-States",">50K"
47,"5th-6th","Married-civ-spouse","Sales","Male",55,"Italy",">50K"
41,"HS-grad","Married-civ-spouse","Exec-managerial","Male",40,"United-States",">50K"
21,"Some-college","Never-married","Other-service","Female",37,"United-States","<=50K"
17,"11th","Never-married","Craft-repair","Male",17,"United-States","<=50K"
22,"Some-college","Never-married","Other-service","Female",15,"United-States","<=50K"
47,"HS-grad","Married-civ-spouse","Sales","Male",40,"United-States","<=50K"
45,"Bachelors","Married-civ-spouse","Exec-managerial","Male",40,"United-States",">50K"
32,"Assoc-voc","Divorced","Sales","Male",50,"United-States","<=50K"
59,"10th","Separated","Priv-house-serv","Female",30,"United-States","<=50K"
38,"HS-grad","Married-civ-spouse","Craft-repair","Male",50,"United-States","<=50K"
33,"HS-grad","Separated","Protective-serv","Female",40,"United-States","<=50K"
41,"HS-grad","Married-civ-spouse","Machine-op-inspct","Male",40,"United-States","<=50K"
51,"9th","Married-civ-spouse","Transport-moving","Male",40,"United-States","<=50K"
42,"HS-grad","Married-civ-spouse","Sales","Male",48,"United-States","<=50K"
27,"Bachelors","Married-civ-spouse","Prof-specialty","Female",40,"United-States",">50K"
60,"Some-college","Married-civ-spouse","Craft-repair","Male",45,"United-States","<=50K"
64,"HS-grad","Divorced","Adm-clerical","Female",35,"United-States","<=50K"
37,"Assoc-acdm","Married-civ-spouse","Machine-op-inspct","Male",40,"United-States",">50K"
54,"Bachelors","Married-civ-spouse","Exec-managerial","Male",45,"United-States",">50K"
36,"Assoc-acdm","Married-civ-spouse","Exec-managerial","Female",50,"United-States",">50K"
41,"Masters","Divorced","Sales","Male",5,"United-States",">50K"
35,"7th-8th","Married-civ-spouse","Farming-fishing","Male",75,"United-States","<=50K"
63,"Masters","Married-civ-spouse","Sales","Male",68,"United-States",">50K"
46,"HS-grad","Divorced","Craft-repair","Male",40,"United-States","<=50K"
47,"Masters","Divorced","Prof-specialty","Male",40,"United-States","<=50K"
24,"Bachelors","Never-married","Machine-op-inspct","Male",65,"United-States","<=50K"
29,"Some-college","Never-married","Sales","Male",30,"United-States","<=50K"
74,"Some-college","Widowed","Transport-moving","Female",18,"United-States","<=50K"
50,"11th","Married-civ-spouse","Transport-moving","Male",70,"United-States",">50K"
22,"Some-college","Never-married","Adm-clerical","Female",40,"United-States","<=50K"
48,"12th","Separated","Adm-clerical","Female",40,"United-States","<=50K"
30,"9th","Married-civ-spouse","Handlers-cleaners","Male",40,"Mexico","<=50K"
32,"Bachelors","Married-civ-spouse","Sales","Male",40,"United-States","<=50K"
39,"HS-grad","Married-civ-spouse","Machine-op-inspct","Male",40,"United-States","<=50K"
49,"Some-college","Married-civ-spouse","Craft-repair","Male",40,"United-States",">50K"
25,"Bachelors","Never-married","Adm-clerical","Female",40,"United-States","<=50K"
50,"Bachelors","Married-civ-spouse","Adm-clerical","Female",40,"United-States",">50K"
44,"HS-grad","Married-civ-spouse","Transport-moving","Male",40,"United-States","<=50K"
65,"Assoc-voc","Married-civ-spouse","Farming-fishing","Male",60,"United-States","<=50K"
28,"Assoc-acdm","Married-civ-spouse","Adm-clerical","Male",60,"United-States","<=50K"
55,"Bachelors","Widowed","Adm-clerical","Female",40,"United-States","<=50K"
49,"Bachelors","Never-married","Prof-specialty","Female",50,"United-States","<=50K"
31,"HS-grad","Separated","Exec-managerial","Female",12,"United-States","<=50K"
47,"HS-grad","Married-civ-spouse","Machine-op-inspct","Female",40,"United-States",">50K"
45,"HS-grad","Married-civ-spouse","Transport-moving","Male",40,"United-States",">50K"
35,"HS-grad","Never-married","Other-service","Female",40,"United-States","<=50K"
34,"Bachelors","Married-civ-spouse","Sales","Male",60,"South","<=50K"
49,"HS-grad","Widowed","Protective-serv","Male",40,"United-States","<=50K"
27,"HS-grad","Never-married","Other-service","Female",42,"United-States","<=50K"
42,"HS-grad","Married-civ-spouse","Handlers-cleaners","Male",40,"United-States","<=50K"
64,"HS-grad","Never-married","Other-service","Male",40,"United-States","<=50K"
33,"Some-college","Married-civ-spouse","Sales","Male",48,"United-States",">50K"
23,"Some-college","Never-married","Adm-clerical","Female",40,"United-States","<=50K"
45,"Masters","Married-civ-spouse","Exec-managerial","Male",50,"United-States",">50K"
34,"HS-grad","Never-married","Machine-op-inspct","Female",40,"United-States","<=50K"
53,"HS-grad","Divorced","Sales","Female",37,"Mexico","<=50K"
22,"10th","Never-married","Craft-repair","Male",30,"United-States","<=50K"
57,"HS-grad","Separated","Other-service","Female",35,"United-States","<=50K"
23,"7th-8th","Never-married","Craft-repair","Male",40,"United-States","<=50K"
31,"11th","Never-married","Transport-moving","Male",40,"United-States","<=50K"
23,"Bachelors","Never-married","Tech-support","Male",22,"United-States","<=50K"
30,"HS-grad","Separated","Adm-clerical","Female",40,"United-States","<=50K"
32,"Bachelors","Separated","Prof-specialty","Female",50,"United-States",">50K"
42,"Assoc-acdm","Married-civ-spouse","Adm-clerical","Female",40,"United-States",">50K"
51,"7th-8th","Married-civ-spouse","Transport-moving","Male",40,"Cuba","<=50K"
59,"Bachelors","Married-civ-spouse","Sales","Male",40,"United-States",">50K"
36,"Bachelors","Never-married","Exec-managerial","Female",40,"United-States","<=50K"
45,"HS-grad","Never-married","Sales","Male",40,"United-States","<=50K"
35,"Assoc-voc","Married-civ-spouse","Sales","Male",50,"Germany",">50K"
33,"7th-8th","Married-civ-spouse","Machine-op-inspct","Male",40,"United-States","<=50K"
43,"Assoc-voc","Divorced","Prof-specialty","Female",40,"United-States","<=50K"
60,"HS-grad","Married-civ-spouse","Tech-support","Female",40,"United-States",">50K"
37,"Bachelors","Married-civ-spouse","Prof-specialty","Male",55,"United-States",">50K"
35,"Some-college","Never-married","Tech-support","Female",40,"United-States","<=50K"
36,"Some-college","Married-civ-spouse","Adm-clerical","Male",52,"United-States","<=50K"
38,"Prof-school","Married-civ-spouse","Prof-specialty","Male",50,"United-States",">50K"
54,"7th-8th","Married-civ-spouse","Craft-repair","Male",40,"United-States","<=50K"
51,"Assoc-voc","Married-civ-spouse","Handlers-cleaners","Male",40,"United-States",">50K"
45,"Assoc-acdm","Married-civ-spouse","Craft-repair","Male",45,"United-States",">50K"
63,"Some-college","Divorced","Exec-managerial","Female",40,"United-States","<=50K"
51,"Some-college","Married-civ-spouse","Craft-repair","Male",40,"United-States",">50K"
58,"Masters","Divorced","Sales","Male",18,"United-States","<=50K"
64,"HS-grad","Divorced","Adm-clerical","Female",40,"United-States","<=50K"
20,"Some-college","Never-married","Handlers-cleaners","Male",40,"United-States","<=50K"
44,"Bachelors","Married-civ-spouse","Adm-clerical","Male",40,"Philippines",">50K"
39,"Bachelors","Divorced","Exec-managerial","Female",48,"United-States","<=50K"
45,"Some-college","Never-married","Adm-clerical","Female",40,"United-States","<=50K"
44,"Doctorate","Married-civ-spouse","Adm-clerical","Male",55,"United-States",">50K"
22,"Some-college","Never-married","Exec-managerial","Female",40,"United-States","<=50K"
63,"HS-grad","Married-civ-spouse","Exec-managerial","Male",40,"United-States",">50K"
26,"Assoc-voc","Separated","Other-service","Male",40,"United-States","<=50K"
42,"Bachelors","Married-civ-spouse","Farming-fishing","Male",45,"United-States","<=50K"
20,"HS-grad","Never-married","Other-service","Female",25,"United-States","<=50K"
29,"Masters","Married-civ-spouse","Sales","Male",40,"United-States",">50K"
38,"Bachelors","Never-married","Exec-managerial","Male",40,"Vietnam","<=50K"
25,"HS-grad","Never-married","Transport-moving","Male",40,"United-States","<=50K"
27,"Bachelors","Married-civ-spouse","Craft-repair","Male",50,"United-States","<=50K"
46,"Assoc-voc","Divorced","Adm-clerical","Female",40,"United-States","<=50K"
31,"Some-college","Divorced","Craft-repair","Male",60,"United-States","<=50K"
24,"Assoc-voc","Never-married","Exec-managerial","Male",35,"United-States","<=50K"
43,"Some-college","Married-civ-spouse","Sales","Male",50,"United-States",">50K"
23,"12th","Never-married","Machine-op-inspct","Male",21,"Mexico","<=50K"
32,"HS-grad","Never-married","Transport-moving","Female",37,"United-States","<=50K"
44,"HS-grad","Married-civ-spouse","Craft-repair","Male",40,"Poland","<=50K"
40,"Bachelors","Married-civ-spouse","Sales","Male",40,"United-States","<=50K"
38,"HS-grad","Divorced","Craft-repair","Male",40,"United-States","<=50K"
23,"Assoc-voc","Never-married","Machine-op-inspct","Male",40,"United-States","<=50K"
19,"Some-college","Never-married","Sales","Female",10,"United-States","<=50K"
41,"Some-college","Married-civ-spouse","Sales","Male",40,"United-States","<=50K"
48,"HS-grad","Married-civ-spouse","Craft-repair","Male",40,"United-States","<=50K"
