"Age","Education","Marital_Status","Occupation","Sex","Hours_PW","Nationality","Income"
39,"Basic Education","Married","Blue-Collar","Male",45,"Others","<=50K"
41,"College Education","Divorced/Spouse Absent/Separated/Widowed","Blue-Collar","Male",40,"United-States","<=50K"
42,"Advanced Education","Married","White-Collar","Male",60,"United-States",">50K"
47,"Bachelors","Married","Sales","Male",70,"United-States","<=50K"
28,"College Education","Married","Service","Male",46,"United-States","<=50K"
25,"Bachelors","Never-married","White-Collar","Male",35,"United-States","<=50K"
35,"Bachelors","Never-married","Adm-clerical","Female",40,"United-States","<=50K"
32,"High School","Divorced/Spouse Absent/Separated/Widowed","Adm-clerical","Female",40,"United-States","<=50K"
38,"Advanced Education","Married","Blue-Collar","Male",40,"United-States",">50K"
44,"College Education","Married","White-Collar","Male",18,"United-States",">50K"
27,"Bachelors","Never-married","Sales","Female",40,"United-States","<=50K"
30,"Bachelors","Never-married","White-Collar","Male",55,"United-States",">50K"
30,"Bachelors","Never-married","Sales","Male",48,"United-States","<=50K"
45,"High School","Married","Service","Male",45,"United-States","<=50K"
20,"High School","Never-married","Blue-Collar","Male",40,"United-States","<=50K"
57,"Advanced Education","Never-married","White-Collar","Male",80,"United-States","<=50K"
43,"College Education","Divorced/Spouse Absent/Separated/Widowed","Adm-clerical","Male",48,"United-States","<=50K"
28,"Basic Education","Married","Blue-Collar","Female",48,"Others","<=50K"
25,"High School","Married","White-Collar","Female",48,"United-States",">50K"
25,"High School","Married","Sales","Male",40,"United-States","<=50K"
90,"Bachelors","Married","White-Collar","Male",45,"United-States","<=50K"
38,"Bachelors","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Male",40,"United-States","<=50K"
35,"Bachelors","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Female",40,"United-States","<=50K"
50,"Bachelors","Married","White-Collar","Male",40,"Others",">50K"
26,"High School","Never-married","Adm-clerical","Female",40,"United-States","<=50K"
39,"College Education","Married","Farming-fishing","Male",45,"United-States","<=50K"
56,"High School","Married","Sales","Male",40,"United-States","<=50K"
24,"High School","Divorced/Spouse Absent/Separated/Widowed","Service","Female",40,"United-States","<=50K"
46,"High School","Married","Adm-clerical","Female",40,"United-States",">50K"
18,"High School","Never-married","Adm-clerical","Female",25,"United-States","<=50K"
37,"Advanced Education","Married","White-Collar","Male",60,"United-States",">50K"
57,"Advanced Education","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Female",40,"United-States","<=50K"
43,"High School","Never-married","Adm-clerical","Female",40,"United-States","<=50K"
29,"Bachelors","Married","White-Collar","Male",25,"Others","<=50K"
40,"Advanced Education","Married","White-Collar","Male",40,"United-States",">50K"
44,"Bachelors","Married","White-Collar","Male",40,"United-States","<=50K"
77,"High School","Married","White-Collar","Male",6,"United-States","<=50K"
30,"Bachelors","Never-married","White-Collar","Male",40,"United-States","<=50K"
21,"High School","Married","Blue-Collar","Male",40,"United-States","<=50K"
66,"High School","Married","Service","Male",40,"United-States","<=50K"
40,"High School","Never-married","Blue-Collar","Male",35,"United-States","<=50K"
68,"High School","Married","Sales","Male",40,"United-States","<=50K"
64,"High School","Divorced/Spouse Absent/Separated/Widowed","Service","Female",38,"United-States","<=50K"
26,"Bachelors","Never-married","White-Collar","Female",50,"United-States","<=50K"
32,"College Education","Married","White-Collar","Male",40,"United-States",">50K"
32,"High School","Never-married","Adm-clerical","Male",38,"United-States","<=50K"
51,"Advanced Education","Married","White-Collar","Male",40,"United-States",">50K"
50,"Advanced Education","Married","White-Collar","Male",45,"United-States",">50K"
49,"Bachelors","Married","Sales","Male",50,"United-States",">50K"
28,"Bachelors","Never-married","Blue-Collar","Male",20,"United-States","<=50K"
29,"High School","Divorced/Spouse Absent/Separated/Widowed","Service","Female",36,"United-States","<=50K"
21,"College Education","Never-married","Sales","Male",30,"United-States","<=50K"
28,"High School","Never-married","Adm-clerical","Female",40,"United-States","<=50K"
55,"High School","Married","Blue-Collar","Male",40,"United-States","<=50K"
45,"High School","Married","Sales","Male",50,"Others",">50K"
35,"College Education","Never-married","Sales","Male",40,"United-States","<=50K"
26,"Advanced Education","Never-married","White-Collar","Male",40,"United-States",">50K"
30,"High School","Married","Service","Male",55,"Others","<=50K"
33,"High School","Married","Sales","Male",20,"United-States","<=50K"
40,"Bachelors","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Male",40,"Others",">50K"
23,"Bachelors","Never-married","White-Collar","Male",40,"United-States","<=50K"
35,"College Education","Never-married","Sales","Female",40,"United-States","<=50K"
48,"High School","Married","Farming-fishing","Male",50,"United-States",">50K"
39,"High School","Divorced/Spouse Absent/Separated/Widowed","Service","Male",40,"United-States","<=50K"
53,"Advanced Education","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Female",50,"United-States","<=50K"
49,"High School","Married","Adm-clerical","Male",40,"United-States",">50K"
31,"Bachelors","Never-married","White-Collar","Female",40,"United-States","<=50K"
36,"High School","Married","Blue-Collar","Male",40,"United-States",">50K"
60,"College Education","Married","White-Collar","Male",50,"United-States",">50K"
29,"High School","Never-married","Blue-Collar","Male",48,"United-States","<=50K"
54,"College Education","Married","Sales","Male",45,"United-States",">50K"
34,"High School","Married","Blue-Collar","Male",50,"United-States","<=50K"
30,"College Education","Never-married","Sales","Female",35,"United-States","<=50K"
26,"High School","Never-married","Service","Male",40,"United-States","<=50K"
47,"College Education","Never-married","Sales","Male",70,"United-States",">50K"
50,"High School","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Male",38,"United-States","<=50K"
30,"Bachelors","Never-married","White-Collar","Female",45,"United-States",">50K"
44,"College Education","Divorced/Spouse Absent/Separated/Widowed","Blue-Collar","Male",50,"United-States","<=50K"
49,"High School","Married","Sales","Male",60,"United-States",">50K"
75,"Advanced Education","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Female",50,"United-States","<=50K"
37,"Bachelors","Married","Sales","Male",55,"United-States",">50K"
51,"High School","Divorced/Spouse Absent/Separated/Widowed","Blue-Collar","Male",38,"United-States","<=50K"
35,"High School","Never-married","Blue-Collar","Male",35,"United-States","<=50K"
28,"College Education","Never-married","Sales","Female",40,"United-States","<=50K"
66,"High School","Married","Farming-fishing","Male",40,"United-States","<=50K"
72,"Basic Education","Married","White-Collar","Female",48,"United-States",">50K"
39,"Bachelors","Divorced/Spouse Absent/Separated/Widowed","Sales","Male",50,"United-States","<=50K"
27,"High School","Never-married","Farming-fishing","Male",30,"United-States","<=50K"
57,"College Education","Never-married","Adm-clerical","Female",40,"Others","<=50K"
24,"Basic Education","Married","Blue-Collar","Male",38,"United-States","<=50K"
28,"High School","Never-married","Blue-Collar","Male",70,"United-States","<=50K"
23,"College Education","Divorced/Spouse Absent/Separated/Widowed","Service","Female",50,"United-States","<=50K"
31,"Bachelors","Never-married","White-Collar","Female",40,"United-States","<=50K"
23,"College Education","Never-married","Service","Female",20,"United-States","<=50K"
31,"College Education","Never-married","Service","Female",40,"United-States","<=50K"
27,"Bachelors","Never-married","White-Collar","Female",40,"United-States","<=50K"
30,"Bachelors","Married","White-Collar","Male",45,"United-States","<=50K"
34,"Advanced Education","Never-married","White-Collar","Male",60,"United-States","<=50K"
57,"High School","Never-married","Adm-clerical","Male",40,"United-States","<=50K"
39,"Advanced Education","Married","White-Collar","Male",40,"Others",">50K"
23,"High School","Never-married","Blue-Collar","Male",40,"United-States","<=50K"
24,"College Education","Married","Service","Female",40,"United-States","<=50K"
36,"Advanced Education","Never-married","White-Collar","Male",40,"Others","<=50K"
32,"College Education","Divorced/Spouse Absent/Separated/Widowed","Service","Male",40,"Others","<=50K"
35,"College Education","Divorced/Spouse Absent/Separated/Widowed","Service","Female",40,"United-States","<=50K"
36,"Bachelors","Married","White-Collar","Male",40,"United-States","<=50K"
47,"College Education","Married","Blue-Collar","Male",40,"United-States",">50K"
35,"High School","Never-married","Service","Male",40,"United-States","<=50K"
44,"College Education","Married","White-Collar","Male",40,"United-States","<=50K"
32,"Advanced Education","Married","White-Collar","Male",50,"United-States","<=50K"
32,"College Education","Married","White-Collar","Female",40,"United-States",">50K"
63,"College Education","Married","White-Collar","Female",10,"United-States",">50K"
34,"College Education","Married","Blue-Collar","Male",40,"United-States","<=50K"
47,"High School","Married","Blue-Collar","Male",40,"United-States","<=50K"
27,"High School","Married","Sales","Male",35,"United-States","<=50K"
23,"High School","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Female",42,"United-States","<=50K"
50,"High School","Married","Blue-Collar","Male",38,"United-States","<=50K"
49,"College Education","Married","White-Collar","Male",40,"United-States","<=50K"
36,"College Education","Married","White-Collar","Male",40,"United-States",">50K"
23,"Bachelors","Never-married","White-Collar","Male",40,"United-States","<=50K"
61,"Basic Education","Divorced/Spouse Absent/Separated/Widowed","Service","Female",38,"United-States","<=50K"
41,"College Education","Married","Farming-fishing","Male",16,"United-States","<=50K"
27,"Bachelors","Married","White-Collar","Male",60,"United-States",">50K"
53,"Bachelors","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Male",70,"United-States","<=50K"
17,"High School","Never-married","Adm-clerical","Male",10,"United-States","<=50K"
53,"College Education","Never-married","Blue-Collar","Male",40,"United-States","<=50K"
28,"High School","Married","Blue-Collar","Male",42,"United-States",">50K"
24,"Bachelors","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Female",40,"United-States","<=50K"
22,"College Education","Never-married","Adm-clerical","Female",20,"United-States","<=50K"
53,"Bachelors","Married","Sales","Male",50,"United-States",">50K"
18,"High School","Never-married","Service","Male",20,"United-States","<=50K"
24,"College Education","Never-married","Sales","Male",50,"Others","<=50K"
20,"High School","Never-married","Sales","Female",40,"United-States","<=50K"
30,"Basic Education","Married","Blue-Collar","Male",40,"United-States","<=50K"
37,"College Education","Never-married","White-Collar","Male",40,"United-States",">50K"
34,"High School","Married","Blue-Collar","Male",40,"United-States","<=50K"
19,"High School","Never-married","Service","Male",30,"United-States","<=50K"
20,"High School","Never-married","Adm-clerical","Female",40,"Others","<=50K"
47,"High School","Divorced/Spouse Absent/Separated/Widowed","Service","Female",40,"United-States","<=50K"
22,"Bachelors","Never-married","White-Collar","Female",40,"United-States","<=50K"
42,"Advanced Education","Married","White-Collar","Male",40,"United-States",">50K"
60,"College Education","Divorced/Spouse Absent/Separated/Widowed","Adm-clerical","Female",40,"United-States","<=50K"
32,"High School","Never-married","Service","Female",40,"Others","<=50K"
46,"High School","Married","White-Collar","Male",40,"United-States",">50K"
66,"High School","Divorced/Spouse Absent/Separated/Widowed","Adm-clerical","Female",40,"United-States","<=50K"
37,"Bachelors","Married","Service","Female",30,"United-States",">50K"
34,"College Education","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Male",44,"United-States","<=50K"
45,"Bachelors","Never-married","White-Collar","Male",46,"United-States","<=50K"
35,"High School","Married","Farming-fishing","Male",40,"United-States","<=50K"
51,"College Education","Married","White-Collar","Male",40,"United-States",">50K"
36,"College Education","Married","Service","Male",40,"United-States",">50K"
25,"High School","Never-married","Adm-clerical","Male",40,"United-States","<=50K"
51,"High School","Divorced/Spouse Absent/Separated/Widowed","Service","Female",38,"United-States","<=50K"
25,"College Education","Never-married","Blue-Collar","Male",40,"United-States","<=50K"
19,"High School","Never-married","Farming-fishing","Male",45,"United-States","<=50K"
47,"College Education","Married","White-Collar","Male",45,"United-States","<=50K"
59,"High School","Divorced/Spouse Absent/Separated/Widowed","Service","Female",40,"United-States","<=50K"
34,"Bachelors","Married","White-Collar","Male",40,"United-States",">50K"
40,"College Education","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Female",60,"United-States","<=50K"
42,"High School","Divorced/Spouse Absent/Separated/Widowed","Blue-Collar","Male",45,"United-States","<=50K"
37,"Advanced Education","Married","White-Collar","Male",60,"United-States",">50K"
51,"College Education","Married","Sales","Male",38,"United-States",">50K"
25,"High School","Never-married","Adm-clerical","Male",36,"United-States","<=50K"
31,"High School","Married","Adm-clerical","Female",40,"United-States",">50K"
37,"High School","Married","Service","Male",44,"United-States",">50K"
42,"College Education","Married","Sales","Male",45,"United-States",">50K"
35,"College Education","Divorced/Spouse Absent/Separated/Widowed","Sales","Male",50,"United-States","<=50K"
51,"Bachelors","Married","Sales","Male",47,"United-States",">50K"
49,"College Education","Married","Blue-Collar","Male",40,"United-States",">50K"
26,"Bachelors","Never-married","White-Collar","Male",16,"Others","<=50K"
56,"High School","Divorced/Spouse Absent/Separated/Widowed","Adm-clerical","Female",46,"United-States","<=50K"
52,"College Education","Married","White-Collar","Male",45,"United-States",">50K"
47,"Bachelors","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Female",40,"United-States",">50K"
52,"College Education","Married","Blue-Collar","Male",40,"United-States","<=50K"
30,"High School","Divorced/Spouse Absent/Separated/Widowed","Blue-Collar","Female",40,"United-States","<=50K"
43,"College Education","Married","Sales","Male",55,"United-States",">50K"
42,"High School","Married","Blue-Collar","Male",40,"United-States",">50K"
26,"College Education","Divorced/Spouse Absent/Separated/Widowed","Blue-Collar","Female",35,"Others","<=50K"
58,"High School","Married","Farming-fishing","Male",40,"United-States","<=50K"
66,"College Education","Married","Sales","Male",40,"United-States",">50K"
30,"High School","Married","Service","Male",60,"United-States",">50K"
46,"College Education","Divorced/Spouse Absent/Separated/Widowed","Adm-clerical","Female",40,"United-States","<=50K"
45,"College Education","Married","Adm-clerical","Female",35,"United-States",">50K"
57,"High School","Never-married","Sales","Female",40,"United-States","<=50K"
25,"Bachelors","Never-married","White-Collar","Male",40,"United-States","<=50K"
21,"College Education","Never-married","White-Collar","Female",10,"United-States","<=50K"
37,"High School","Divorced/Spouse Absent/Separated/Widowed","Blue-Collar","Male",55,"United-States","<=50K"
45,"Advanced Education","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Female",30,"United-States","<=50K"
39,"High School","Never-married","Blue-Collar","Male",40,"United-States","<=50K"
42,"High School","Married","Adm-clerical","Female",53,"United-States","<=50K"
20,"High School","Never-married","Blue-Collar","Female",40,"United-States","<=50K"
23,"High School","Never-married","Service","Male",16,"United-States","<=50K"
25,"Bachelors","Never-married","White-Collar","Male",40,"United-States","<=50K"
47,"Basic Education","Never-married","Service","Female",40,"Others","<=50K"
24,"High School","Never-married","Sales","Male",45,"United-States","<=50K"
35,"High School","Never-married","Blue-Collar","Male",70,"United-States","<=50K"
44,"High School","Married","Service","Female",38,"Others",">50K"
47,"College Education","Married","White-Collar","Male",50,"United-States","<=50K"
28,"High School","Divorced/Spouse Absent/Separated/Widowed","Adm-clerical","Female",40,"Others","<=50K"
41,"Advanced Education","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Female",60,"United-States","<=50K"
31,"High School","Never-married","Adm-clerical","Female",40,"United-States","<=50K"
27,"Advanced Education","Never-married","White-Collar","Female",25,"United-States","<=50K"
47,"College Education","Married","Blue-Collar","Male",40,"United-States","<=50K"
44,"High School","Never-married","Sales","Female",40,"United-States","<=50K"
61,"College Education","Never-married","Service","Female",40,"United-States","<=50K"
42,"College Education","Divorced/Spouse Absent/Separated/Widowed","Adm-clerical","Female",40,"Others","<=50K"
46,"High School","Never-married","Service","Female",28,"United-States","<=50K"
46,"Bachelors","Married","White-Collar","Male",50,"United-States",">50K"
54,"Advanced Education","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Female",38,"United-States","<=50K"
49,"High School","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Male",40,"United-States","<=50K"
56,"College Education","Divorced/Spouse Absent/Separated/Widowed","Adm-clerical","Female",40,"United-States","<=50K"
52,"Advanced Education","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Female",40,"United-States","<=50K"
34,"High School","Married","Blue-Collar","Male",40,"Others","<=50K"
25,"High School","Married","Blue-Collar","Male",40,"United-States","<=50K"
18,"High School","Never-married","White-Collar","Female",40,"United-States","<=50K"
58,"High School","Married","Blue-Collar","Male",40,"United-States","<=50K"
31,"Bachelors","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Male",40,"United-States","<=50K"
29,"College Education","Married","Blue-Collar","Male",55,"United-States","<=50K"
28,"High School","Never-married","Blue-Collar","Male",40,"United-States","<=50K"
30,"College Education","Never-married","Adm-clerical","Male",48,"United-States","<=50K"
44,"Advanced Education","Married","White-Collar","Male",35,"United-States",">50K"
75,"High School","Divorced/Spouse Absent/Separated/Widowed","Service","Female",70,"United-States","<=50K"
26,"College Education","Married","Blue-Collar","Male",40,"United-States","<=50K"
33,"Bachelors","Married","Sales","Male",50,"United-States",">50K"
57,"Advanced Education","Married","Sales","Male",65,"United-States",">50K"
47,"Basic Education","Married","Sales","Male",55,"Others",">50K"
41,"High School","Married","White-Collar","Male",40,"United-States",">50K"
21,"College Education","Never-married","Service","Female",37,"United-States","<=50K"
17,"High School","Never-married","Blue-Collar","Male",17,"United-States","<=50K"
22,"College Education","Never-married","Service","Female",15,"United-States","<=50K"
47,"High School","Married","Sales","Male",40,"United-States","<=50K"
45,"Bachelors","Married","White-Collar","Male",40,"United-States",">50K"
32,"College Education","Divorced/Spouse Absent/Separated/Widowed","Sales","Male",50,"United-States","<=50K"
59,"High School","Divorced/Spouse Absent/Separated/Widowed","Service","Female",30,"United-States","<=50K"
38,"High School","Married","Blue-Collar","Male",50,"United-States","<=50K"
33,"High School","Divorced/Spouse Absent/Separated/Widowed","Service","Female",40,"United-States","<=50K"
41,"High School","Married","Blue-Collar","Male",40,"United-States","<=50K"
51,"Basic Education","Married","Blue-Collar","Male",40,"United-States","<=50K"
42,"High School","Married","Sales","Male",48,"United-States","<=50K"
27,"Bachelors","Married","White-Collar","Female",40,"United-States",">50K"
60,"College Education","Married","Blue-Collar","Male",45,"United-States","<=50K"
64,"High School","Divorced/Spouse Absent/Separated/Widowed","Adm-clerical","Female",35,"United-States","<=50K"
37,"College Education","Married","Blue-Collar","Male",40,"United-States",">50K"
54,"Bachelors","Married","White-Collar","Male",45,"United-States",">50K"
36,"College Education","Married","White-Collar","Female",50,"United-States",">50K"
41,"Advanced Education","Divorced/Spouse Absent/Separated/Widowed","Sales","Male",5,"United-States",">50K"
35,"Basic Education","Married","Farming-fishing","Male",75,"United-States","<=50K"
63,"Advanced Education","Married","Sales","Male",68,"United-States",">50K"
46,"High School","Divorced/Spouse Absent/Separated/Widowed","Blue-Collar","Male",40,"United-States","<=50K"
47,"Advanced Education","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Male",40,"United-States","<=50K"
24,"Bachelors","Never-married","Blue-Collar","Male",65,"United-States","<=50K"
29,"College Education","Never-married","Sales","Male",30,"United-States","<=50K"
74,"College Education","Divorced/Spouse Absent/Separated/Widowed","Blue-Collar","Female",18,"United-States","<=50K"
50,"High School","Married","Blue-Collar","Male",70,"United-States",">50K"
22,"College Education","Never-married","Adm-clerical","Female",40,"United-States","<=50K"
48,"High School","Divorced/Spouse Absent/Separated/Widowed","Adm-clerical","Female",40,"United-States","<=50K"
30,"Basic Education","Married","Service","Male",40,"Others","<=50K"
32,"Bachelors","Married","Sales","Male",40,"United-States","<=50K"
39,"High School","Married","Blue-Collar","Male",40,"United-States","<=50K"
49,"College Education","Married","Blue-Collar","Male",40,"United-States",">50K"
25,"Bachelors","Never-married","Adm-clerical","Female",40,"United-States","<=50K"
50,"Bachelors","Married","Adm-clerical","Female",40,"United-States",">50K"
44,"High School","Married","Blue-Collar","Male",40,"United-States","<=50K"
65,"College Education","Married","Farming-fishing","Male",60,"United-States","<=50K"
28,"College Education","Married","Adm-clerical","Male",60,"United-States","<=50K"
55,"Bachelors","Divorced/Spouse Absent/Separated/Widowed","Adm-clerical","Female",40,"United-States","<=50K"
49,"Bachelors","Never-married","White-Collar","Female",50,"United-States","<=50K"
31,"High School","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Female",12,"United-States","<=50K"
47,"High School","Married","Blue-Collar","Female",40,"United-States",">50K"
45,"High School","Married","Blue-Collar","Male",40,"United-States",">50K"
35,"High School","Never-married","Service","Female",40,"United-States","<=50K"
34,"Bachelors","Married","Sales","Male",60,"Others","<=50K"
49,"High School","Divorced/Spouse Absent/Separated/Widowed","Service","Male",40,"United-States","<=50K"
27,"High School","Never-married","Service","Female",42,"United-States","<=50K"
42,"High School","Married","Service","Male",40,"United-States","<=50K"
64,"High School","Never-married","Service","Male",40,"United-States","<=50K"
33,"College Education","Married","Sales","Male",48,"United-States",">50K"
23,"College Education","Never-married","Adm-clerical","Female",40,"United-States","<=50K"
45,"Advanced Education","Married","White-Collar","Male",50,"United-States",">50K"
34,"High School","Never-married","Blue-Collar","Female",40,"United-States","<=50K"
53,"High School","Divorced/Spouse Absent/Separated/Widowed","Sales","Female",37,"Others","<=50K"
22,"High School","Never-married","Blue-Collar","Male",30,"United-States","<=50K"
57,"High School","Divorced/Spouse Absent/Separated/Widowed","Service","Female",35,"United-States","<=50K"
23,"Basic Education","Never-married","Blue-Collar","Male",40,"United-States","<=50K"
31,"High School","Never-married","Blue-Collar","Male",40,"United-States","<=50K"
23,"Bachelors","Never-married","White-Collar","Male",22,"United-States","<=50K"
30,"High School","Divorced/Spouse Absent/Separated/Widowed","Adm-clerical","Female",40,"United-States","<=50K"
32,"Bachelors","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Female",50,"United-States",">50K"
42,"College Education","Married","Adm-clerical","Female",40,"United-States",">50K"
51,"Basic Education","Married","Blue-Collar","Male",40,"Others","<=50K"
59,"Bachelors","Married","Sales","Male",40,"United-States",">50K"
36,"Bachelors","Never-married","White-Collar","Female",40,"United-States","<=50K"
45,"High School","Never-married","Sales","Male",40,"United-States","<=50K"
35,"College Education","Married","Sales","Male",50,"Others",">50K"
33,"Basic Education","Married","Blue-Collar","Male",40,"United-States","<=50K"
43,"College Education","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Female",40,"United-States","<=50K"
60,"High School","Married","White-Collar","Female",40,"United-States",">50K"
37,"Bachelors","Married","White-Collar","Male",55,"United-States",">50K"
35,"College Education","Never-married","White-Collar","Female",40,"United-States","<=50K"
36,"College Education","Married","Adm-clerical","Male",52,"United-States","<=50K"
38,"Advanced Education","Married","White-Collar","Male",50,"United-States",">50K"
54,"Basic Education","Married","Blue-Collar","Male",40,"United-States","<=50K"
51,"College Education","Married","Service","Male",40,"United-States",">50K"
45,"College Education","Married","Blue-Collar","Male",45,"United-States",">50K"
63,"College Education","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Female",40,"United-States","<=50K"
51,"College Education","Married","Blue-Collar","Male",40,"United-States",">50K"
58,"Advanced Education","Divorced/Spouse Absent/Separated/Widowed","Sales","Male",18,"United-States","<=50K"
64,"High School","Divorced/Spouse Absent/Separated/Widowed","Adm-clerical","Female",40,"United-States","<=50K"
20,"College Education","Never-married","Service","Male",40,"United-States","<=50K"
44,"Bachelors","Married","Adm-clerical","Male",40,"Others",">50K"
39,"Bachelors","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Female",48,"United-States","<=50K"
45,"College Education","Never-married","Adm-clerical","Female",40,"United-States","<=50K"
44,"Advanced Education","Married","Adm-clerical","Male",55,"United-States",">50K"
22,"College Education","Never-married","White-Collar","Female",40,"United-States","<=50K"
63,"High School","Married","White-Collar","Male",40,"United-States",">50K"
26,"College Education","Divorced/Spouse Absent/Separated/Widowed","Service","Male",40,"United-States","<=50K"
42,"Bachelors","Married","Farming-fishing","Male",45,"United-States","<=50K"
20,"High School","Never-married","Service","Female",25,"United-States","<=50K"
29,"Advanced Education","Married","Sales","Male",40,"United-States",">50K"
38,"Bachelors","Never-married","White-Collar","Male",40,"Others","<=50K"
25,"High School","Never-married","Blue-Collar","Male",40,"United-States","<=50K"
27,"Bachelors","Married","Blue-Collar","Male",50,"United-States","<=50K"
46,"College Education","Divorced/Spouse Absent/Separated/Widowed","Adm-clerical","Female",40,"United-States","<=50K"
31,"College Education","Divorced/Spouse Absent/Separated/Widowed","Blue-Collar","Male",60,"United-States","<=50K"
24,"College Education","Never-married","White-Collar","Male",35,"United-States","<=50K"
43,"College Education","Married","Sales","Male",50,"United-States",">50K"
23,"High School","Never-married","Blue-Collar","Male",21,"Others","<=50K"
32,"High School","Never-married","Blue-Collar","Female",37,"United-States","<=50K"
44,"High School","Married","Blue-Collar","Male",40,"Others","<=50K"
40,"Bachelors","Married","Sales","Male",40,"United-States","<=50K"
38,"High School","Divorced/Spouse Absent/Separated/Widowed","Blue-Collar","Male",40,"United-States","<=50K"
23,"College Education","Never-married","Blue-Collar","Male",40,"United-States","<=50K"
19,"College Education","Never-married","Sales","Female",10,"United-States","<=50K"
41,"College Education","Married","Sales","Male",40,"United-States","<=50K"
48,"High School","Married","Blue-Collar","Male",40,"United-States","<=50K"
23,"College Education","Married","Blue-Collar","Male",40,"United-States","<=50K"
47,"College Education","Divorced/Spouse Absent/Separated/Widowed","Service","Female",35,"United-States","<=50K"
42,"High School","Married","Blue-Collar","Male",40,"United-States","<=50K"
17,"High School","Never-married","Sales","Female",10,"United-States","<=50K"
29,"Advanced Education","Never-married","White-Collar","Female",70,"United-States","<=50K"
21,"College Education","Never-married","White-Collar","Female",20,"United-States","<=50K"
31,"High School","Married","Service","Male",40,"Others",">50K"
27,"Bachelors","Never-married","White-Collar","Female",40,"United-States","<=50K"
29,"Advanced Education","Never-married","White-Collar","Male",40,"Others","<=50K"
23,"Bachelors","Never-married","Sales","Female",45,"United-States","<=50K"
41,"Advanced Education","Married","White-Collar","Male",55,"Others",">50K"
46,"Bachelors","Married","White-Collar","Male",35,"United-States",">50K"
34,"College Education","Married","Service","Female",25,"Others","<=50K"
42,"High School","Married","Blue-Collar","Male",24,"United-States","<=50K"
18,"High School","Never-married","Service","Female",15,"United-States","<=50K"
46,"High School","Divorced/Spouse Absent/Separated/Widowed","Blue-Collar","Male",37,"United-States","<=50K"
52,"College Education","Married","Blue-Collar","Male",40,"United-States",">50K"
56,"High School","Divorced/Spouse Absent/Separated/Widowed","Blue-Collar","Female",40,"United-States","<=50K"
21,"College Education","Never-married","Blue-Collar","Male",40,"United-States","<=50K"
22,"High School","Never-married","Blue-Collar","Male",20,"United-States","<=50K"
31,"Bachelors","Divorced/Spouse Absent/Separated/Widowed","Adm-clerical","Female",45,"United-States","<=50K"
41,"High School","Married","Service","Male",60,"United-States","<=50K"
25,"College Education","Divorced/Spouse Absent/Separated/Widowed","Adm-clerical","Female",40,"United-States","<=50K"
43,"Bachelors","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Male",60,"United-States","<=50K"
45,"High School","Divorced/Spouse Absent/Separated/Widowed","Sales","Female",40,"United-States","<=50K"
26,"College Education","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Male",60,"United-States","<=50K"
90,"College Education","Never-married","Service","Male",35,"United-States","<=50K"
45,"Bachelors","Married","Sales","Male",40,"United-States",">50K"
30,"Bachelors","Married","Service","Female",40,"United-States",">50K"
42,"College Education","Married","Blue-Collar","Male",40,"United-States","<=50K"
20,"College Education","Never-married","Service","Male",35,"United-States","<=50K"
53,"Bachelors","Married","White-Collar","Male",40,"United-States",">50K"
64,"High School","Divorced/Spouse Absent/Separated/Widowed","Adm-clerical","Female",38,"United-States","<=50K"
56,"Basic Education","Divorced/Spouse Absent/Separated/Widowed","Blue-Collar","Male",20,"United-States","<=50K"
42,"College Education","Divorced/Spouse Absent/Separated/Widowed","White-Collar","Male",40,"United-States",">50K"
26,"Bachelors","Married","Sales","Female",40,"United-States",">50K"
31,"College Education","Never-married","Adm-clerical","Female",40,"United-States","<=50K"
40,"Bachelors","Married","Adm-clerical","Female",40,"United-States","<=50K"
58,"College Education","Divorced/Spouse Absent/Separated/Widowed","Blue-Collar","Male",40,"United-States","<=50K"
41,"Bachelors","Married","White-Collar","Male",40,"United-States","<=50K"
58,"High School","Never-married","Sales","Male",47,"United-States","<=50K"
